Frame 1 Time 1854285 Object 000 001 0.48958 0.42747 1.56054
Frame 1 Time 1854285 Object 001 001 0.54157 0.50451 -3.11743 
Frame 1 Time 1854285 Object 002 000 0.00000 0.00000 0.00000 
Frame 1 Time 1854285 Object 003 000 0.00000 0.00000 0.00000 
Frame 1 Time 1854285 Object 004 000 0.00000 0.00000 0.00000 
Frame 1 Time 1854285 Object 005 000 0.00000 0.00000 0.00000 
Frame 1 Time 1854285 Object 006 000 0.00000 0.00000 0.00000 
Frame 1 Time 1854285 Object 007 000 0.00000 0.00000 0.00000 
Frame 2 Time 2245047 Object 000 001 0.48952 0.42767 1.55734 
Frame 2 Time 2245047 Object 001 001 0.54155 0.50467 -3.11777 
Frame 2 Time 2245047 Object 002 000 0.00000 0.00000 0.00000 
Frame 2 Time 2245047 Object 003 000 0.00000 0.00000 0.00000 
Frame 2 Time 2245047 Object 004 000 0.00000 0.00000 0.00000 
Frame 2 Time 2245047 Object 005 000 0.00000 0.00000 0.00000 
Frame 2 Time 2245047 Object 006 000 0.00000 0.00000 0.00000 
Frame 2 Time 2245047 Object 007 000 0.00000 0.00000 0.00000 
Frame 3 Time 2535379 Object 000 001 0.48937 0.42857 1.55738 
Frame 3 Time 2535379 Object 001 001 0.54136 0.50542 -3.11140 
Frame 3 Time 2535379 Object 002 -01 1.00500 0.00459 0.56500 
Frame 3 Time 2535379 Object 003 003 0.22952 0.37080 3.09989 
Frame 3 Time 2535379 Object 004 000 0.00000 0.00000 0.00000 
Frame 3 Time 2535379 Object 005 000 0.00000 0.00000 0.00000 
Frame 3 Time 2535379 Object 006 000 0.00000 0.00000 0.00000 
Frame 3 Time 2535379 Object 007 000 0.00000 0.00000 0.00000 
Frame 4 Time 2902601 Object 000 001 0.48952 0.42864 1.55968 
Frame 4 Time 2902601 Object 001 001 0.54149 0.50548 -3.12533 
Frame 4 Time 2902601 Object 002 -01 1.00529 0.00462 -2.62850 
Frame 4 Time 2902601 Object 003 003 0.22976 0.37098 3.07918 
Frame 4 Time 2902601 Object 004 000 0.00000 0.00000 0.00000 
Frame 4 Time 2902601 Object 005 000 0.00000 0.00000 0.00000 
Frame 4 Time 2902601 Object 006 000 0.00000 0.00000 0.00000 
Frame 4 Time 2902601 Object 007 000 0.00000 0.00000 0.00000 
Frame 5 Time 3110996 Object 000 001 0.48925 0.42861 1.56029 
Frame 5 Time 3110996 Object 001 001 0.54122 0.50547 -3.11610 
Frame 5 Time 3110996 Object 002 -01 1.00496 0.00467 0.47694 
Frame 5 Time 3110996 Object 003 003 0.22943 0.37094 3.07894 
Frame 5 Time 3110996 Object 004 -01 0.00035 0.00059 2.61405 
Frame 5 Time 3110996 Object 005 000 0.00000 0.00000 0.00000 
Frame 5 Time 3110996 Object 006 000 0.00000 0.00000 0.00000 
Frame 5 Time 3110996 Object 007 000 0.00000 0.00000 0.00000 
Frame 6 Time 3392261 Object 000 001 0.48948 0.42866 1.56034 
Frame 6 Time 3392261 Object 001 001 0.54145 0.50547 -3.11776 
Frame 6 Time 3392261 Object 002 -01 1.00511 0.00463 0.51502 
Frame 6 Time 3392261 Object 003 003 0.22970 0.37092 3.07917 
Frame 6 Time 3392261 Object 004 -01 0.00049 0.00057 -0.51698 
Frame 6 Time 3392261 Object 005 000 0.00000 0.00000 0.00000 
Frame 6 Time 3392261 Object 006 000 0.00000 0.00000 0.00000 
Frame 6 Time 3392261 Object 007 000 0.00000 0.00000 0.00000 
Frame 7 Time 3592207 Object 000 001 0.48938 0.42860 1.55563 
Frame 7 Time 3592207 Object 001 001 0.54137 0.50545 -3.11337 
Frame 7 Time 3592207 Object 002 -01 1.00491 0.00473 0.50311 
Frame 7 Time 3592207 Object 003 003 0.22955 0.37097 3.07786 
Frame 7 Time 3592207 Object 004 -01 0.00030 0.00063 -0.53156 
Frame 7 Time 3592207 Object 005 002 0.22992 0.62395 -1.47012 
Frame 7 Time 3592207 Object 006 000 0.00000 0.00000 0.00000 
Frame 7 Time 3592207 Object 007 000 0.00000 0.00000 0.00000 
Frame 8 Time 3875505 Object 000 001 0.48947 0.42861 1.55591 
Frame 8 Time 3875505 Object 001 001 0.54142 0.50540 -3.11906 
Frame 8 Time 3875505 Object 002 -01 1.00525 0.00462 -2.65074 
Frame 8 Time 3875505 Object 003 003 0.22970 0.37092 3.07666 
Frame 8 Time 3875505 Object 004 -01 0.00058 0.00056 -0.52765 
Frame 8 Time 3875505 Object 005 002 0.22995 0.62388 -1.46333 
Frame 8 Time 3875505 Object 006 000 0.00000 0.00000 0.00000 
Frame 8 Time 3875505 Object 007 000 0.00000 0.00000 0.00000 
Frame 9 Time 4075840 Object 000 001 0.48930 0.42866 1.55181 
Frame 9 Time 4075840 Object 001 001 0.54127 0.50551 -3.11975 
Frame 9 Time 4075840 Object 002 -01 1.00484 0.00477 0.48344 
Frame 9 Time 4075840 Object 003 003 0.22945 0.37100 3.07714 
Frame 9 Time 4075840 Object 004 -01 0.00030 0.00060 -0.53712 
Frame 9 Time 4075840 Object 005 002 0.22986 0.62395 -1.46968 
Frame 9 Time 4075840 Object 006 -01 1.00104 1.00102 1.20661 
Frame 9 Time 4075840 Object 007 000 0.00000 0.00000 0.00000 
Frame 10 Time 4371559 Object 000 001 0.48922 0.42862 1.55353 
Frame 10 Time 4371559 Object 001 001 0.54118 0.50550 -3.10552 
Frame 10 Time 4371559 Object 002 -01 1.00497 0.00475 0.48848 
Frame 10 Time 4371559 Object 003 003 0.22939 0.37097 3.07662 
